,Train loss,Mean Reward,Total Reward
0,0.026915039867162704,0.00022787857055664063,1.3672714233398438
1,0.013039126992225647,0.0019168643951416016,11.50118637084961
2,0.007822990417480469,-0.0042663675944010415,-25.59820556640625
3,0.01106291264295578,-0.01028637949625651,-61.71827697753906
4,0.008097671903669834,-0.0014563603401184081,-8.73816204071045
5,0.009648624807596207,-0.00029337437947591147,-1.7602462768554688
6,0.008112002164125443,5.941390991210938e-06,0.035648345947265625
7,0.009809538722038269,0.0006162967681884766,3.6977806091308594
8,0.006054651457816362,-0.0031158955891927085,-18.69537353515625
9,0.01148117147386074,-0.008744860967000325,-52.46916580200195
10,0.013269275426864624,-0.0031938915252685547,-19.163349151611328
11,0.010859276168048382,-0.014169551213582357,-85.01730728149414
12,0.01119916420429945,0.004515384674072266,27.092308044433594
13,0.006599202286452055,0.000999191919962565,5.995151519775391
14,0.011528056114912033,-0.013250364939371744,-79.50218963623047
15,0.009645448997616768,0.05902511435495296,41.9078311920166
16,0.005713679827749729,-0.001675365447998047,-10.052192687988281
17,0.0057115498930215836,-0.01088082774480184,-65.28496646881104
18,0.007076747715473175,-0.008950012842814128,-53.700077056884766
19,0.008566189557313919,-0.00666894276936849,-40.01365661621094
20,0.007816137745976448,0.003874476114908854,23.246856689453125
21,0.007818610407412052,-3.414456049601237e-05,-0.20486736297607422
22,0.004047150257974863,-0.011619487762451171,-69.71692657470703
23,0.0029408750124275684,-0.010741195678710937,-64.44717407226562
24,0.0057884324342012405,-0.000784502665201823,-4.7070159912109375
25,0.005077437963336706,-0.002088085174560547,-12.528511047363281
26,0.003910325467586517,0.004874015172322591,29.244091033935547
27,0.004539755173027515,-0.006885456720987956,-41.312740325927734
28,0.004335975274443626,-0.00011697896321614583,-0.701873779296875
29,0.005579348653554916,0.0024240036010742187,14.544021606445312
30,0.004554189275950193,0.00011180750528971354,0.6708450317382812
31,0.005389372818171978,-0.019919272104899088,-119.51563262939453
32,0.003126931842416525,-0.01268804423014323,-76.12826538085938
33,0.004102536477148533,-0.00111602783203125,-6.6961669921875
34,0.004753281362354755,-0.010848878542582194,-65.09327125549316
35,0.0034235448110848665,7.446670532226563e-05,0.44680023193359375
36,0.004026374779641628,-0.005858107884724935,-35.14864730834961
37,0.0037694459315389395,-0.010719867706298828,-64.31920623779297
38,0.003375130705535412,-0.005511878967285156,-33.07127380371094
39,0.002606622874736786,-0.005089036305745443,-30.534217834472656
40,0.0030111195519566536,-0.008577879587809244,-51.46727752685547
41,0.002969912253320217,-0.021007508595784506,-126.04505157470703
42,0.0034368792548775673,0.0009842185974121094,5.905311584472656
